dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp
08/08/2021,8,8,2021,923,3,Belgium,BE,BEL,11522440,Europe
07/08/2021,7,8,2021,1275,3,Belgium,BE,BEL,11522440,Europe
06/08/2021,6,8,2021,2133,3,Belgium,BE,BEL,11522440,Europe
05/08/2021,5,8,2021,1836,3,Belgium,BE,BEL,11522440,Europe
04/08/2021,4,8,2021,1875,4,Belgium,BE,BEL,11522440,Europe
03/08/2021,3,8,2021,1950,5,Belgium,BE,BEL,11522440,Europe
02/08/2021,2,8,2021,2251,5,Belgium,BE,BEL,11522440,Europe
01/08/2021,1,8,2021,1056,1,Belgium,BE,BEL,11522440,Europe
31/07/2021,31,7,2021,1186,3,Belgium,BE,BEL,11522440,Europe
30/07/2021,30,7,2021,1797,7,Belgium,BE,BEL,11522440,Europe
29/07/2021,29,7,2021,1782,6,Belgium,BE,BEL,11522440,Europe
28/07/2021,28,7,2021,1752,1,Belgium,BE,BEL,11522440,Europe
27/07/2021,27,7,2021,1600,4,Belgium,BE,BEL,11522440,Europe
26/07/2021,26,7,2021,2112,1,Belgium,BE,BEL,11522440,Europe
25/07/2021,25,7,2021,784,2,Belgium,BE,BEL,11522440,Europe
24/07/2021,24,7,2021,1158,3,Belgium,BE,BEL,11522440,Europe
23/07/2021,23,7,2021,1656,2,Belgium,BE,BEL,11522440,Europe
22/07/2021,22,7,2021,1914,4,Belgium,BE,BEL,11522440,Europe
21/07/2021,21,7,2021,790,3,Belgium,BE,BEL,11522440,Europe
20/07/2021,20,7,2021,1954,NA,Belgium,BE,BEL,11522440,Europe
19/07/2021,19,7,2021,2134,NA,Belgium,BE,BEL,11522440,Europe
18/07/2021,18,7,2021,838,2,Belgium,BE,BEL,11522440,Europe
17/07/2021,17,7,2021,1104,NA,Belgium,BE,BEL,11522440,Europe
16/07/2021,16,7,2021,1570,2,Belgium,BE,BEL,11522440,Europe
15/07/2021,15,7,2021,1390,2,Belgium,BE,BEL,11522440,Europe
14/07/2021,14,7,2021,1446,1,Belgium,BE,BEL,11522440,Europe
13/07/2021,13,7,2021,1429,NA,Belgium,BE,BEL,11522440,Europe
12/07/2021,12,7,2021,1764,2,Belgium,BE,BEL,11522440,Europe
11/07/2021,11,7,2021,781,NA,Belgium,BE,BEL,11522440,Europe
10/07/2021,10,7,2021,1004,5,Belgium,BE,BEL,11522440,Europe
09/07/2021,9,7,2021,1289,2,Belgium,BE,BEL,11522440,Europe
08/07/2021,8,7,2021,1227,2,Belgium,BE,BEL,11522440,Europe
07/07/2021,7,7,2021,1173,NA,Belgium,BE,BEL,11522440,Europe
06/07/2021,6,7,2021,1042,1,Belgium,BE,BEL,11522440,Europe
05/07/2021,5,7,2021,998,3,Belgium,BE,BEL,11522440,Europe
04/07/2021,4,7,2021,366,2,Belgium,BE,BEL,11522440,Europe
03/07/2021,3,7,2021,521,3,Belgium,BE,BEL,11522440,Europe
02/07/2021,2,7,2021,724,3,Belgium,BE,BEL,11522440,Europe
01/07/2021,1,7,2021,676,5,Belgium,BE,BEL,11522440,Europe
30/06/2021,30,6,2021,628,2,Belgium,BE,BEL,11522440,Europe
29/06/2021,29,6,2021,557,5,Belgium,BE,BEL,11522440,Europe
28/06/2021,28,6,2021,598,2,Belgium,BE,BEL,11522440,Europe
27/06/2021,27,6,2021,177,3,Belgium,BE,BEL,11522440,Europe
26/06/2021,26,6,2021,259,2,Belgium,BE,BEL,11522440,Europe
25/06/2021,25,6,2021,398,5,Belgium,BE,BEL,11522440,Europe
24/06/2021,24,6,2021,339,5,Belgium,BE,BEL,11522440,Europe
23/06/2021,23,6,2021,396,5,Belgium,BE,BEL,11522440,Europe
22/06/2021,22,6,2021,365,3,Belgium,BE,BEL,11522440,Europe
21/06/2021,21,6,2021,482,5,Belgium,BE,BEL,11522440,Europe
20/06/2021,20,6,2021,139,3,Belgium,BE,BEL,11522440,Europe
19/06/2021,19,6,2021,274,6,Belgium,BE,BEL,11522440,Europe
18/06/2021,18,6,2021,424,9,Belgium,BE,BEL,11522440,Europe
17/06/2021,17,6,2021,450,7,Belgium,BE,BEL,11522440,Europe
16/06/2021,16,6,2021,419,6,Belgium,BE,BEL,11522440,Europe
15/06/2021,15,6,2021,535,6,Belgium,BE,BEL,11522440,Europe
14/06/2021,14,6,2021,765,6,Belgium,BE,BEL,11522440,Europe
13/06/2021,13,6,2021,209,4,Belgium,BE,BEL,11522440,Europe
12/06/2021,12,6,2021,390,6,Belgium,BE,BEL,11522440,Europe
11/06/2021,11,6,2021,779,9,Belgium,BE,BEL,11522440,Europe
10/06/2021,10,6,2021,764,7,Belgium,BE,BEL,11522440,Europe
09/06/2021,9,6,2021,841,6,Belgium,BE,BEL,11522440,Europe
08/06/2021,8,6,2021,1041,13,Belgium,BE,BEL,11522440,Europe
07/06/2021,7,6,2021,1237,5,Belgium,BE,BEL,11522440,Europe
06/06/2021,6,6,2021,399,7,Belgium,BE,BEL,11522440,Europe
05/06/2021,5,6,2021,647,13,Belgium,BE,BEL,11522440,Europe
04/06/2021,4,6,2021,1348,10,Belgium,BE,BEL,11522440,Europe
03/06/2021,3,6,2021,1466,15,Belgium,BE,BEL,11522440,Europe
02/06/2021,2,6,2021,1498,16,Belgium,BE,BEL,11522440,Europe
01/06/2021,1,6,2021,1682,11,Belgium,BE,BEL,11522440,Europe
31/05/2021,31,5,2021,2026,14,Belgium,BE,BEL,11522440,Europe
30/05/2021,30,5,2021,603,18,Belgium,BE,BEL,11522440,Europe
29/05/2021,29,5,2021,1116,16,Belgium,BE,BEL,11522440,Europe
28/05/2021,28,5,2021,2023,11,Belgium,BE,BEL,11522440,Europe
27/05/2021,27,5,2021,2215,6,Belgium,BE,BEL,11522440,Europe
26/05/2021,26,5,2021,2534,14,Belgium,BE,BEL,11522440,Europe
25/05/2021,25,5,2021,2789,16,Belgium,BE,BEL,11522440,Europe
24/05/2021,24,5,2021,899,19,Belgium,BE,BEL,11522440,Europe
23/05/2021,23,5,2021,773,11,Belgium,BE,BEL,11522440,Europe
22/05/2021,22,5,2021,1434,18,Belgium,BE,BEL,11522440,Europe
21/05/2021,21,5,2021,2425,19,Belgium,BE,BEL,11522440,Europe
20/05/2021,20,5,2021,2409,16,Belgium,BE,BEL,11522440,Europe
19/05/2021,19,5,2021,3118,25,Belgium,BE,BEL,11522440,Europe
18/05/2021,18,5,2021,3264,17,Belgium,BE,BEL,11522440,Europe
17/05/2021,17,5,2021,3576,24,Belgium,BE,BEL,11522440,Europe
16/05/2021,16,5,2021,735,17,Belgium,BE,BEL,11522440,Europe
15/05/2021,15,5,2021,1254,22,Belgium,BE,BEL,11522440,Europe
14/05/2021,14,5,2021,2557,20,Belgium,BE,BEL,11522440,Europe
13/05/2021,13,5,2021,943,21,Belgium,BE,BEL,11522440,Europe
12/05/2021,12,5,2021,2808,19,Belgium,BE,BEL,11522440,Europe
11/05/2021,11,5,2021,2990,17,Belgium,BE,BEL,11522440,Europe
10/05/2021,10,5,2021,3362,28,Belgium,BE,BEL,11522440,Europe
09/05/2021,9,5,2021,855,32,Belgium,BE,BEL,11522440,Europe
08/05/2021,8,5,2021,1714,42,Belgium,BE,BEL,11522440,Europe
07/05/2021,7,5,2021,3294,26,Belgium,BE,BEL,11522440,Europe
06/05/2021,6,5,2021,3515,38,Belgium,BE,BEL,11522440,Europe
05/05/2021,5,5,2021,3615,38,Belgium,BE,BEL,11522440,Europe
04/05/2021,4,5,2021,3651,40,Belgium,BE,BEL,11522440,Europe
03/05/2021,3,5,2021,4331,43,Belgium,BE,BEL,11522440,Europe
02/05/2021,2,5,2021,1137,34,Belgium,BE,BEL,11522440,Europe
01/05/2021,1,5,2021,1335,28,Belgium,BE,BEL,11522440,Europe
30/04/2021,30,4,2021,3487,33,Belgium,BE,BEL,11522440,Europe
29/04/2021,29,4,2021,3347,46,Belgium,BE,BEL,11522440,Europe
28/04/2021,28,4,2021,3448,49,Belgium,BE,BEL,11522440,Europe
27/04/2021,27,4,2021,3760,26,Belgium,BE,BEL,11522440,Europe
26/04/2021,26,4,2021,4270,44,Belgium,BE,BEL,11522440,Europe
25/04/2021,25,4,2021,1138,39,Belgium,BE,BEL,11522440,Europe
24/04/2021,24,4,2021,1889,36,Belgium,BE,BEL,11522440,Europe
23/04/2021,23,4,2021,3636,42,Belgium,BE,BEL,11522440,Europe
22/04/2021,22,4,2021,3801,43,Belgium,BE,BEL,11522440,Europe
21/04/2021,21,4,2021,4068,36,Belgium,BE,BEL,11522440,Europe
20/04/2021,20,4,2021,4457,36,Belgium,BE,BEL,11522440,Europe
19/04/2021,19,4,2021,5433,50,Belgium,BE,BEL,11522440,Europe
18/04/2021,18,4,2021,1312,35,Belgium,BE,BEL,11522440,Europe
17/04/2021,17,4,2021,2322,30,Belgium,BE,BEL,11522440,Europe
16/04/2021,16,4,2021,4021,45,Belgium,BE,BEL,11522440,Europe
15/04/2021,15,4,2021,3807,42,Belgium,BE,BEL,11522440,Europe
14/04/2021,14,4,2021,3900,39,Belgium,BE,BEL,11522440,Europe
13/04/2021,13,4,2021,4281,37,Belgium,BE,BEL,11522440,Europe
12/04/2021,12,4,2021,4729,44,Belgium,BE,BEL,11522440,Europe
11/04/2021,11,4,2021,1305,22,Belgium,BE,BEL,11522440,Europe
10/04/2021,10,4,2021,2362,46,Belgium,BE,BEL,11522440,Europe
09/04/2021,9,4,2021,4497,44,Belgium,BE,BEL,11522440,Europe
08/04/2021,8,4,2021,4466,43,Belgium,BE,BEL,11522440,Europe
07/04/2021,7,4,2021,4741,43,Belgium,BE,BEL,11522440,Europe
06/04/2021,6,4,2021,5260,46,Belgium,BE,BEL,11522440,Europe
05/04/2021,5,4,2021,1562,49,Belgium,BE,BEL,11522440,Europe
04/04/2021,4,4,2021,1513,36,Belgium,BE,BEL,11522440,Europe
03/04/2021,3,4,2021,2701,40,Belgium,BE,BEL,11522440,Europe
02/04/2021,2,4,2021,4894,46,Belgium,BE,BEL,11522440,Europe
01/04/2021,1,4,2021,4690,40,Belgium,BE,BEL,11522440,Europe
31/03/2021,31,3,2021,4727,31,Belgium,BE,BEL,11522440,Europe
30/03/2021,30,3,2021,5197,33,Belgium,BE,BEL,11522440,Europe
29/03/2021,29,3,2021,6154,31,Belgium,BE,BEL,11522440,Europe
28/03/2021,28,3,2021,1691,23,Belgium,BE,BEL,11522440,Europe
27/03/2021,27,3,2021,3056,28,Belgium,BE,BEL,11522440,Europe
26/03/2021,26,3,2021,5740,20,Belgium,BE,BEL,11522440,Europe
25/03/2021,25,3,2021,5623,34,Belgium,BE,BEL,11522440,Europe
24/03/2021,24,3,2021,5566,27,Belgium,BE,BEL,11522440,Europe
23/03/2021,23,3,2021,6037,24,Belgium,BE,BEL,11522440,Europe
22/03/2021,22,3,2021,6285,34,Belgium,BE,BEL,11522440,Europe
21/03/2021,21,3,2021,1576,24,Belgium,BE,BEL,11522440,Europe
20/03/2021,20,3,2021,2845,24,Belgium,BE,BEL,11522440,Europe
19/03/2021,19,3,2021,5182,31,Belgium,BE,BEL,11522440,Europe
18/03/2021,18,3,2021,5036,26,Belgium,BE,BEL,11522440,Europe
17/03/2021,17,3,2021,4835,25,Belgium,BE,BEL,11522440,Europe
16/03/2021,16,3,2021,4599,28,Belgium,BE,BEL,11522440,Europe
15/03/2021,15,3,2021,5258,25,Belgium,BE,BEL,11522440,Europe
14/03/2021,14,3,2021,1383,20,Belgium,BE,BEL,11522440,Europe
13/03/2021,13,3,2021,2174,25,Belgium,BE,BEL,11522440,Europe
12/03/2021,12,3,2021,3752,20,Belgium,BE,BEL,11522440,Europe
11/03/2021,11,3,2021,3497,27,Belgium,BE,BEL,11522440,Europe
10/03/2021,10,3,2021,3387,24,Belgium,BE,BEL,11522440,Europe
09/03/2021,9,3,2021,3383,23,Belgium,BE,BEL,11522440,Europe
08/03/2021,8,3,2021,3685,36,Belgium,BE,BEL,11522440,Europe
07/03/2021,7,3,2021,786,19,Belgium,BE,BEL,11522440,Europe
06/03/2021,6,3,2021,1510,25,Belgium,BE,BEL,11522440,Europe
05/03/2021,5,3,2021,2731,33,Belgium,BE,BEL,11522440,Europe
04/03/2021,4,3,2021,2682,17,Belgium,BE,BEL,11522440,Europe
03/03/2021,3,3,2021,2752,26,Belgium,BE,BEL,11522440,Europe
02/03/2021,2,3,2021,2758,25,Belgium,BE,BEL,11522440,Europe
01/03/2021,1,3,2021,3211,31,Belgium,BE,BEL,11522440,Europe
28/02/2021,28,2,2021,711,31,Belgium,BE,BEL,11522440,Europe
27/02/2021,27,2,2021,1487,29,Belgium,BE,BEL,11522440,Europe
26/02/2021,26,2,2021,2800,22,Belgium,BE,BEL,11522440,Europe
25/02/2021,25,2,2021,2644,29,Belgium,BE,BEL,11522440,Europe
24/02/2021,24,2,2021,2751,22,Belgium,BE,BEL,11522440,Europe
23/02/2021,23,2,2021,2918,25,Belgium,BE,BEL,11522440,Europe
22/02/2021,22,2,2021,3338,20,Belgium,BE,BEL,11522440,Europe
21/02/2021,21,2,2021,805,26,Belgium,BE,BEL,11522440,Europe
20/02/2021,20,2,2021,1555,21,Belgium,BE,BEL,11522440,Europe
19/02/2021,19,2,2021,2811,30,Belgium,BE,BEL,11522440,Europe
18/02/2021,18,2,2021,2556,33,Belgium,BE,BEL,11522440,Europe
17/02/2021,17,2,2021,2525,29,Belgium,BE,BEL,11522440,Europe
16/02/2021,16,2,2021,2382,39,Belgium,BE,BEL,11522440,Europe
15/02/2021,15,2,2021,2727,37,Belgium,BE,BEL,11522440,Europe
14/02/2021,14,2,2021,593,52,Belgium,BE,BEL,11522440,Europe
13/02/2021,13,2,2021,1123,31,Belgium,BE,BEL,11522440,Europe
12/02/2021,12,2,2021,1999,43,Belgium,BE,BEL,11522440,Europe
11/02/2021,11,2,2021,2051,35,Belgium,BE,BEL,11522440,Europe
10/02/2021,10,2,2021,2112,42,Belgium,BE,BEL,11522440,Europe
09/02/2021,9,2,2021,2108,41,Belgium,BE,BEL,11522440,Europe
08/02/2021,8,2,2021,2541,37,Belgium,BE,BEL,11522440,Europe
07/02/2021,7,2,2021,594,41,Belgium,BE,BEL,11522440,Europe
06/02/2021,6,2,2021,1256,42,Belgium,BE,BEL,11522440,Europe
05/02/2021,5,2,2021,2411,57,Belgium,BE,BEL,11522440,Europe
04/02/2021,4,2,2021,2361,34,Belgium,BE,BEL,11522440,Europe
03/02/2021,3,2,2021,2356,43,Belgium,BE,BEL,11522440,Europe
02/02/2021,2,2,2021,2615,52,Belgium,BE,BEL,11522440,Europe
01/02/2021,1,2,2021,3299,40,Belgium,BE,BEL,11522440,Europe
31/01/2021,31,1,2021,844,32,Belgium,BE,BEL,11522440,Europe
30/01/2021,30,1,2021,1550,29,Belgium,BE,BEL,11522440,Europe
29/01/2021,29,1,2021,2941,44,Belgium,BE,BEL,11522440,Europe
28/01/2021,28,1,2021,2547,55,Belgium,BE,BEL,11522440,Europe
27/01/2021,27,1,2021,2512,41,Belgium,BE,BEL,11522440,Europe
26/01/2021,26,1,2021,2700,53,Belgium,BE,BEL,11522440,Europe
25/01/2021,25,1,2021,3286,44,Belgium,BE,BEL,11522440,Europe
24/01/2021,24,1,2021,796,39,Belgium,BE,BEL,11522440,Europe
23/01/2021,23,1,2021,1357,68,Belgium,BE,BEL,11522440,Europe
22/01/2021,22,1,2021,2524,49,Belgium,BE,BEL,11522440,Europe
21/01/2021,21,1,2021,2271,53,Belgium,BE,BEL,11522440,Europe
20/01/2021,20,1,2021,2415,49,Belgium,BE,BEL,11522440,Europe
19/01/2021,19,1,2021,2344,61,Belgium,BE,BEL,11522440,Europe
18/01/2021,18,1,2021,2936,58,Belgium,BE,BEL,11522440,Europe
17/01/2021,17,1,2021,697,44,Belgium,BE,BEL,11522440,Europe
16/01/2021,16,1,2021,1141,47,Belgium,BE,BEL,11522440,Europe
15/01/2021,15,1,2021,2070,48,Belgium,BE,BEL,11522440,Europe
14/01/2021,14,1,2021,2023,62,Belgium,BE,BEL,11522440,Europe
13/01/2021,13,1,2021,2044,41,Belgium,BE,BEL,11522440,Europe
12/01/2021,12,1,2021,2271,51,Belgium,BE,BEL,11522440,Europe
11/01/2021,11,1,2021,2849,53,Belgium,BE,BEL,11522440,Europe
10/01/2021,10,1,2021,808,56,Belgium,BE,BEL,11522440,Europe
09/01/2021,9,1,2021,1302,52,Belgium,BE,BEL,11522440,Europe
08/01/2021,8,1,2021,1935,50,Belgium,BE,BEL,11522440,Europe
07/01/2021,7,1,2021,1810,53,Belgium,BE,BEL,11522440,Europe
06/01/2021,6,1,2021,2302,57,Belgium,BE,BEL,11522440,Europe
05/01/2021,5,1,2021,2625,63,Belgium,BE,BEL,11522440,Europe
04/01/2021,4,1,2021,2907,59,Belgium,BE,BEL,11522440,Europe
03/01/2021,3,1,2021,732,42,Belgium,BE,BEL,11522440,Europe
02/01/2021,2,1,2021,1051,64,Belgium,BE,BEL,11522440,Europe
01/01/2021,1,1,2021,469,50,Belgium,BE,BEL,11522440,Europe
31/12/2020,31,12,2020,1626,88,Belgium,BE,BEL,11522440,Europe
30/12/2020,30,12,2020,1980,74,Belgium,BE,BEL,11522440,Europe
29/12/2020,29,12,2020,2270,77,Belgium,BE,BEL,11522440,Europe
28/12/2020,28,12,2020,2641,63,Belgium,BE,BEL,11522440,Europe
27/12/2020,27,12,2020,530,61,Belgium,BE,BEL,11522440,Europe
26/12/2020,26,12,2020,1098,63,Belgium,BE,BEL,11522440,Europe
25/12/2020,25,12,2020,492,69,Belgium,BE,BEL,11522440,Europe
24/12/2020,24,12,2020,1719,81,Belgium,BE,BEL,11522440,Europe
23/12/2020,23,12,2020,2356,94,Belgium,BE,BEL,11522440,Europe
22/12/2020,22,12,2020,2589,102,Belgium,BE,BEL,11522440,Europe
21/12/2020,21,12,2020,3308,71,Belgium,BE,BEL,11522440,Europe
20/12/2020,20,12,2020,635,89,Belgium,BE,BEL,11522440,Europe
19/12/2020,19,12,2020,1429,93,Belgium,BE,BEL,11522440,Europe
18/12/2020,18,12,2020,2729,85,Belgium,BE,BEL,11522440,Europe
17/12/2020,17,12,2020,2733,90,Belgium,BE,BEL,11522440,Europe
16/12/2020,16,12,2020,2753,99,Belgium,BE,BEL,11522440,Europe
15/12/2020,15,12,2020,3200,103,Belgium,BE,BEL,11522440,Europe
14/12/2020,14,12,2020,3805,100,Belgium,BE,BEL,11522440,Europe
13/12/2020,13,12,2020,735,92,Belgium,BE,BEL,11522440,Europe
12/12/2020,12,12,2020,1581,87,Belgium,BE,BEL,11522440,Europe
11/12/2020,11,12,2020,2885,114,Belgium,BE,BEL,11522440,Europe
10/12/2020,10,12,2020,2668,96,Belgium,BE,BEL,11522440,Europe
09/12/2020,9,12,2020,2749,89,Belgium,BE,BEL,11522440,Europe
08/12/2020,8,12,2020,2710,92,Belgium,BE,BEL,11522440,Europe
07/12/2020,7,12,2020,3347,98,Belgium,BE,BEL,11522440,Europe
06/12/2020,6,12,2020,596,86,Belgium,BE,BEL,11522440,Europe
05/12/2020,5,12,2020,1094,87,Belgium,BE,BEL,11522440,Europe
04/12/2020,4,12,2020,2549,110,Belgium,BE,BEL,11522440,Europe
03/12/2020,3,12,2020,2361,94,Belgium,BE,BEL,11522440,Europe
02/12/2020,2,12,2020,2598,117,Belgium,BE,BEL,11522440,Europe
01/12/2020,1,12,2020,2682,111,Belgium,BE,BEL,11522440,Europe
30/11/2020,30,11,2020,3286,102,Belgium,BE,BEL,11522440,Europe
29/11/2020,29,11,2020,556,119,Belgium,BE,BEL,11522440,Europe
28/11/2020,28,11,2020,1001,119,Belgium,BE,BEL,11522440,Europe
27/11/2020,27,11,2020,2724,126,Belgium,BE,BEL,11522440,Europe
26/11/2020,26,11,2020,2412,118,Belgium,BE,BEL,11522440,Europe
25/11/2020,25,11,2020,2669,139,Belgium,BE,BEL,11522440,Europe
24/11/2020,24,11,2020,2865,123,Belgium,BE,BEL,11522440,Europe
23/11/2020,23,11,2020,3944,142,Belgium,BE,BEL,11522440,Europe
22/11/2020,22,11,2020,585,134,Belgium,BE,BEL,11522440,Europe
21/11/2020,21,11,2020,1258,142,Belgium,BE,BEL,11522440,Europe
20/11/2020,20,11,2020,3075,171,Belgium,BE,BEL,11522440,Europe
19/11/2020,19,11,2020,3007,172,Belgium,BE,BEL,11522440,Europe
18/11/2020,18,11,2020,3681,159,Belgium,BE,BEL,11522440,Europe
17/11/2020,17,11,2020,4824,160,Belgium,BE,BEL,11522440,Europe
16/11/2020,16,11,2020,5830,195,Belgium,BE,BEL,11522440,Europe
15/11/2020,15,11,2020,1053,193,Belgium,BE,BEL,11522440,Europe
14/11/2020,14,11,2020,2360,178,Belgium,BE,BEL,11522440,Europe
13/11/2020,13,11,2020,5697,183,Belgium,BE,BEL,11522440,Europe
12/11/2020,12,11,2020,6467,172,Belgium,BE,BEL,11522440,Europe
11/11/2020,11,11,2020,2002,196,Belgium,BE,BEL,11522440,Europe
10/11/2020,10,11,2020,7662,219,Belgium,BE,BEL,11522440,Europe
09/11/2020,9,11,2020,8613,198,Belgium,BE,BEL,11522440,Europe
08/11/2020,8,11,2020,1449,209,Belgium,BE,BEL,11522440,Europe
07/11/2020,7,11,2020,3044,210,Belgium,BE,BEL,11522440,Europe
06/11/2020,6,11,2020,6638,216,Belgium,BE,BEL,11522440,Europe
05/11/2020,5,11,2020,7644,211,Belgium,BE,BEL,11522440,Europe
04/11/2020,4,11,2020,9213,200,Belgium,BE,BEL,11522440,Europe
03/11/2020,3,11,2020,12082,175,Belgium,BE,BEL,11522440,Europe
02/11/2020,2,11,2020,13843,214,Belgium,BE,BEL,11522440,Europe
01/11/2020,1,11,2020,2662,166,Belgium,BE,BEL,11522440,Europe
31/10/2020,31,10,2020,6309,175,Belgium,BE,BEL,11522440,Europe
30/10/2020,30,10,2020,15388,185,Belgium,BE,BEL,11522440,Europe
29/10/2020,29,10,2020,15074,141,Belgium,BE,BEL,11522440,Europe
28/10/2020,28,10,2020,17982,143,Belgium,BE,BEL,11522440,Europe
27/10/2020,27,10,2020,22191,130,Belgium,BE,BEL,11522440,Europe
26/10/2020,26,10,2020,19845,123,Belgium,BE,BEL,11522440,Europe
25/10/2020,25,10,2020,4880,98,Belgium,BE,BEL,11522440,Europe
24/10/2020,24,10,2020,11552,96,Belgium,BE,BEL,11522440,Europe
23/10/2020,23,10,2020,18863,92,Belgium,BE,BEL,11522440,Europe
22/10/2020,22,10,2020,17715,57,Belgium,BE,BEL,11522440,Europe
21/10/2020,21,10,2020,17628,61,Belgium,BE,BEL,11522440,Europe
20/10/2020,20,10,2020,19600,53,Belgium,BE,BEL,11522440,Europe
19/10/2020,19,10,2020,15824,55,Belgium,BE,BEL,11522440,Europe
18/10/2020,18,10,2020,4339,31,Belgium,BE,BEL,11522440,Europe
17/10/2020,17,10,2020,8124,23,Belgium,BE,BEL,11522440,Europe
16/10/2020,16,10,2020,13738,36,Belgium,BE,BEL,11522440,Europe
15/10/2020,15,10,2020,12027,39,Belgium,BE,BEL,11522440,Europe
14/10/2020,14,10,2020,12533,42,Belgium,BE,BEL,11522440,Europe
13/10/2020,13,10,2020,12779,36,Belgium,BE,BEL,11522440,Europe
12/10/2020,12,10,2020,9872,36,Belgium,BE,BEL,11522440,Europe
11/10/2020,11,10,2020,2439,28,Belgium,BE,BEL,11522440,Europe
10/10/2020,10,10,2020,4370,22,Belgium,BE,BEL,11522440,Europe
09/10/2020,9,10,2020,7952,20,Belgium,BE,BEL,11522440,Europe
08/10/2020,8,10,2020,6679,20,Belgium,BE,BEL,11522440,Europe
07/10/2020,7,10,2020,6904,20,Belgium,BE,BEL,11522440,Europe
06/10/2020,6,10,2020,5758,19,Belgium,BE,BEL,11522440,Europe
05/10/2020,5,10,2020,5313,15,Belgium,BE,BEL,11522440,Europe
04/10/2020,4,10,2020,1047,15,Belgium,BE,BEL,11522440,Europe
03/10/2020,3,10,2020,1728,15,Belgium,BE,BEL,11522440,Europe
02/10/2020,2,10,2020,3752,12,Belgium,BE,BEL,11522440,Europe
01/10/2020,1,10,2020,3423,15,Belgium,BE,BEL,11522440,Europe
30/09/2020,30,9,2020,3274,6,Belgium,BE,BEL,11522440,Europe
29/09/2020,29,9,2020,3008,10,Belgium,BE,BEL,11522440,Europe
28/09/2020,28,9,2020,2791,13,Belgium,BE,BEL,11522440,Europe
27/09/2020,27,9,2020,559,13,Belgium,BE,BEL,11522440,Europe
26/09/2020,26,9,2020,1078,7,Belgium,BE,BEL,11522440,Europe
25/09/2020,25,9,2020,1623,5,Belgium,BE,BEL,11522440,Europe
24/09/2020,24,9,2020,1795,5,Belgium,BE,BEL,11522440,Europe
23/09/2020,23,9,2020,2096,8,Belgium,BE,BEL,11522440,Europe
22/09/2020,22,9,2020,2074,1,Belgium,BE,BEL,11522440,Europe
21/09/2020,21,9,2020,2202,3,Belgium,BE,BEL,11522440,Europe
20/09/2020,20,9,2020,461,3,Belgium,BE,BEL,11522440,Europe
19/09/2020,19,9,2020,894,8,Belgium,BE,BEL,11522440,Europe
18/09/2020,18,9,2020,1709,6,Belgium,BE,BEL,11522440,Europe
17/09/2020,17,9,2020,1750,1,Belgium,BE,BEL,11522440,Europe
16/09/2020,16,9,2020,1943,4,Belgium,BE,BEL,11522440,Europe
15/09/2020,15,9,2020,1628,3,Belgium,BE,BEL,11522440,Europe
14/09/2020,14,9,2020,1724,4,Belgium,BE,BEL,11522440,Europe
13/09/2020,13,9,2020,301,1,Belgium,BE,BEL,11522440,Europe
12/09/2020,12,9,2020,617,1,Belgium,BE,BEL,11522440,Europe
11/09/2020,11,9,2020,1284,5,Belgium,BE,BEL,11522440,Europe
10/09/2020,10,9,2020,1143,3,Belgium,BE,BEL,11522440,Europe
09/09/2020,9,9,2020,1024,2,Belgium,BE,BEL,11522440,Europe
08/09/2020,8,9,2020,871,3,Belgium,BE,BEL,11522440,Europe
07/09/2020,7,9,2020,918,4,Belgium,BE,BEL,11522440,Europe
06/09/2020,6,9,2020,155,3,Belgium,BE,BEL,11522440,Europe
05/09/2020,5,9,2020,322,1,Belgium,BE,BEL,11522440,Europe
04/09/2020,4,9,2020,728,2,Belgium,BE,BEL,11522440,Europe
03/09/2020,3,9,2020,677,4,Belgium,BE,BEL,11522440,Europe
02/09/2020,2,9,2020,574,3,Belgium,BE,BEL,11522440,Europe
01/09/2020,1,9,2020,565,3,Belgium,BE,BEL,11522440,Europe
31/08/2020,31,8,2020,634,3,Belgium,BE,BEL,11522440,Europe
30/08/2020,30,8,2020,117,1,Belgium,BE,BEL,11522440,Europe
29/08/2020,29,8,2020,195,6,Belgium,BE,BEL,11522440,Europe
28/08/2020,28,8,2020,614,4,Belgium,BE,BEL,11522440,Europe
27/08/2020,27,8,2020,535,3,Belgium,BE,BEL,11522440,Europe
26/08/2020,26,8,2020,526,4,Belgium,BE,BEL,11522440,Europe
25/08/2020,25,8,2020,527,5,Belgium,BE,BEL,11522440,Europe
24/08/2020,24,8,2020,607,5,Belgium,BE,BEL,11522440,Europe
23/08/2020,23,8,2020,115,4,Belgium,BE,BEL,11522440,Europe
22/08/2020,22,8,2020,203,6,Belgium,BE,BEL,11522440,Europe
21/08/2020,21,8,2020,510,3,Belgium,BE,BEL,11522440,Europe
20/08/2020,20,8,2020,581,5,Belgium,BE,BEL,11522440,Europe
19/08/2020,19,8,2020,612,10,Belgium,BE,BEL,11522440,Europe
18/08/2020,18,8,2020,725,11,Belgium,BE,BEL,11522440,Europe
17/08/2020,17,8,2020,707,7,Belgium,BE,BEL,11522440,Europe
16/08/2020,16,8,2020,132,8,Belgium,BE,BEL,11522440,Europe
15/08/2020,15,8,2020,163,10,Belgium,BE,BEL,11522440,Europe
