dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp
14/08/2020,14,8,2020,587,12,Belgium,BE,BEL,11522440,Europe
13/08/2020,13,8,2020,669,14,Belgium,BE,BEL,11522440,Europe
12/08/2020,12,8,2020,609,11,Belgium,BE,BEL,11522440,Europe
11/08/2020,11,8,2020,718,12,Belgium,BE,BEL,11522440,Europe
10/08/2020,10,8,2020,873,11,Belgium,BE,BEL,11522440,Europe
09/08/2020,9,8,2020,122,5,Belgium,BE,BEL,11522440,Europe
08/08/2020,8,8,2020,304,2,Belgium,BE,BEL,11522440,Europe
07/08/2020,7,8,2020,771,7,Belgium,BE,BEL,11522440,Europe
06/08/2020,6,8,2020,769,4,Belgium,BE,BEL,11522440,Europe
05/08/2020,5,8,2020,767,5,Belgium,BE,BEL,11522440,Europe
04/08/2020,4,8,2020,813,7,Belgium,BE,BEL,11522440,Europe
03/08/2020,3,8,2020,794,5,Belgium,BE,BEL,11522440,Europe
02/08/2020,2,8,2020,148,5,Belgium,BE,BEL,11522440,Europe
01/08/2020,1,8,2020,309,1,Belgium,BE,BEL,11522440,Europe
31/07/2020,31,7,2020,684,5,Belgium,BE,BEL,11522440,Europe
30/07/2020,30,7,2020,635,2,Belgium,BE,BEL,11522440,Europe
29/07/2020,29,7,2020,703,3,Belgium,BE,BEL,11522440,Europe
28/07/2020,28,7,2020,685,1,Belgium,BE,BEL,11522440,Europe
27/07/2020,27,7,2020,595,6,Belgium,BE,BEL,11522440,Europe
26/07/2020,26,7,2020,184,2,Belgium,BE,BEL,11522440,Europe
25/07/2020,25,7,2020,229,1,Belgium,BE,BEL,11522440,Europe
24/07/2020,24,7,2020,496,5,Belgium,BE,BEL,11522440,Europe
23/07/2020,23,7,2020,439,2,Belgium,BE,BEL,11522440,Europe
22/07/2020,22,7,2020,553,2,Belgium,BE,BEL,11522440,Europe
21/07/2020,21,7,2020,145,1,Belgium,BE,BEL,11522440,Europe
20/07/2020,20,7,2020,443,2,Belgium,BE,BEL,11522440,Europe
19/07/2020,19,7,2020,64,2,Belgium,BE,BEL,11522440,Europe
18/07/2020,18,7,2020,130,3,Belgium,BE,BEL,11522440,Europe
17/07/2020,17,7,2020,274,2,Belgium,BE,BEL,11522440,Europe
16/07/2020,16,7,2020,226,5,Belgium,BE,BEL,11522440,Europe
15/07/2020,15,7,2020,260,5,Belgium,BE,BEL,11522440,Europe
14/07/2020,14,7,2020,207,3,Belgium,BE,BEL,11522440,Europe
13/07/2020,13,7,2020,224,1,Belgium,BE,BEL,11522440,Europe
12/07/2020,12,7,2020,43,4,Belgium,BE,BEL,11522440,Europe
11/07/2020,11,7,2020,62,2,Belgium,BE,BEL,11522440,Europe
10/07/2020,10,7,2020,127,NA,Belgium,BE,BEL,11522440,Europe
09/07/2020,9,7,2020,124,2,Belgium,BE,BEL,11522440,Europe
08/07/2020,8,7,2020,137,1,Belgium,BE,BEL,11522440,Europe
07/07/2020,7,7,2020,99,3,Belgium,BE,BEL,11522440,Europe
06/07/2020,6,7,2020,112,1,Belgium,BE,BEL,11522440,Europe
05/07/2020,5,7,2020,24,2,Belgium,BE,BEL,11522440,Europe
04/07/2020,4,7,2020,64,4,Belgium,BE,BEL,11522440,Europe
03/07/2020,3,7,2020,94,2,Belgium,BE,BEL,11522440,Europe
02/07/2020,2,7,2020,93,4,Belgium,BE,BEL,11522440,Europe
01/07/2020,1,7,2020,135,3,Belgium,BE,BEL,11522440,Europe
30/06/2020,30,6,2020,100,8,Belgium,BE,BEL,11522440,Europe
29/06/2020,29,6,2020,127,3,Belgium,BE,BEL,11522440,Europe
28/06/2020,28,6,2020,24,5,Belgium,BE,BEL,11522440,Europe
27/06/2020,27,6,2020,41,8,Belgium,BE,BEL,11522440,Europe
26/06/2020,26,6,2020,113,2,Belgium,BE,BEL,11522440,Europe
25/06/2020,25,6,2020,76,5,Belgium,BE,BEL,11522440,Europe
24/06/2020,24,6,2020,100,5,Belgium,BE,BEL,11522440,Europe
23/06/2020,23,6,2020,110,4,Belgium,BE,BEL,11522440,Europe
22/06/2020,22,6,2020,143,12,Belgium,BE,BEL,11522440,Europe
21/06/2020,21,6,2020,20,8,Belgium,BE,BEL,11522440,Europe
20/06/2020,20,6,2020,50,4,Belgium,BE,BEL,11522440,Europe
19/06/2020,19,6,2020,121,4,Belgium,BE,BEL,11522440,Europe
18/06/2020,18,6,2020,108,5,Belgium,BE,BEL,11522440,Europe
17/06/2020,17,6,2020,123,8,Belgium,BE,BEL,11522440,Europe
16/06/2020,16,6,2020,99,9,Belgium,BE,BEL,11522440,Europe
15/06/2020,15,6,2020,147,8,Belgium,BE,BEL,11522440,Europe
14/06/2020,14,6,2020,22,5,Belgium,BE,BEL,11522440,Europe
13/06/2020,13,6,2020,49,5,Belgium,BE,BEL,11522440,Europe
12/06/2020,12,6,2020,89,10,Belgium,BE,BEL,11522440,Europe
11/06/2020,11,6,2020,95,9,Belgium,BE,BEL,11522440,Europe
10/06/2020,10,6,2020,119,15,Belgium,BE,BEL,11522440,Europe
09/06/2020,9,6,2020,145,12,Belgium,BE,BEL,11522440,Europe
08/06/2020,8,6,2020,152,10,Belgium,BE,BEL,11522440,Europe
07/06/2020,7,6,2020,53,12,Belgium,BE,BEL,11522440,Europe
06/06/2020,6,6,2020,69,11,Belgium,BE,BEL,11522440,Europe
05/06/2020,5,6,2020,154,13,Belgium,BE,BEL,11522440,Europe
04/06/2020,4,6,2020,172,17,Belgium,BE,BEL,11522440,Europe
03/06/2020,3,6,2020,159,19,Belgium,BE,BEL,11522440,Europe
02/06/2020,2,6,2020,181,24,Belgium,BE,BEL,11522440,Europe
01/06/2020,1,6,2020,59,21,Belgium,BE,BEL,11522440,Europe
31/05/2020,31,5,2020,49,22,Belgium,BE,BEL,11522440,Europe
30/05/2020,30,5,2020,61,25,Belgium,BE,BEL,11522440,Europe
29/05/2020,29,5,2020,165,16,Belgium,BE,BEL,11522440,Europe
28/05/2020,28,5,2020,171,28,Belgium,BE,BEL,11522440,Europe
27/05/2020,27,5,2020,182,25,Belgium,BE,BEL,11522440,Europe
26/05/2020,26,5,2020,202,26,Belgium,BE,BEL,11522440,Europe
25/05/2020,25,5,2020,314,26,Belgium,BE,BEL,11522440,Europe
24/05/2020,24,5,2020,75,32,Belgium,BE,BEL,11522440,Europe
23/05/2020,23,5,2020,123,28,Belgium,BE,BEL,11522440,Europe
22/05/2020,22,5,2020,248,42,Belgium,BE,BEL,11522440,Europe
21/05/2020,21,5,2020,70,38,Belgium,BE,BEL,11522440,Europe
20/05/2020,20,5,2020,385,31,Belgium,BE,BEL,11522440,Europe
19/05/2020,19,5,2020,292,36,Belgium,BE,BEL,11522440,Europe
18/05/2020,18,5,2020,317,39,Belgium,BE,BEL,11522440,Europe
17/05/2020,17,5,2020,81,32,Belgium,BE,BEL,11522440,Europe
16/05/2020,16,5,2020,147,29,Belgium,BE,BEL,11522440,Europe
15/05/2020,15,5,2020,346,47,Belgium,BE,BEL,11522440,Europe
14/05/2020,14,5,2020,305,46,Belgium,BE,BEL,11522440,Europe
13/05/2020,13,5,2020,321,60,Belgium,BE,BEL,11522440,Europe
12/05/2020,12,5,2020,395,47,Belgium,BE,BEL,11522440,Europe
11/05/2020,11,5,2020,476,66,Belgium,BE,BEL,11522440,Europe
10/05/2020,10,5,2020,118,72,Belgium,BE,BEL,11522440,Europe
09/05/2020,9,5,2020,240,76,Belgium,BE,BEL,11522440,Europe
08/05/2020,8,5,2020,483,80,Belgium,BE,BEL,11522440,Europe
07/05/2020,7,5,2020,442,68,Belgium,BE,BEL,11522440,Europe
06/05/2020,6,5,2020,552,77,Belgium,BE,BEL,11522440,Europe
05/05/2020,5,5,2020,546,84,Belgium,BE,BEL,11522440,Europe
04/05/2020,4,5,2020,670,93,Belgium,BE,BEL,11522440,Europe
03/05/2020,3,5,2020,140,91,Belgium,BE,BEL,11522440,Europe
02/05/2020,2,5,2020,286,79,Belgium,BE,BEL,11522440,Europe
01/05/2020,1,5,2020,237,94,Belgium,BE,BEL,11522440,Europe
30/04/2020,30,4,2020,586,91,Belgium,BE,BEL,11522440,Europe
29/04/2020,29,4,2020,522,107,Belgium,BE,BEL,11522440,Europe
28/04/2020,28,4,2020,569,113,Belgium,BE,BEL,11522440,Europe
27/04/2020,27,4,2020,755,132,Belgium,BE,BEL,11522440,Europe
26/04/2020,26,4,2020,205,152,Belgium,BE,BEL,11522440,Europe
25/04/2020,25,4,2020,388,142,Belgium,BE,BEL,11522440,Europe
24/04/2020,24,4,2020,811,156,Belgium,BE,BEL,11522440,Europe
23/04/2020,23,4,2020,976,156,Belgium,BE,BEL,11522440,Europe
22/04/2020,22,4,2020,777,181,Belgium,BE,BEL,11522440,Europe
21/04/2020,21,4,2020,1270,192,Belgium,BE,BEL,11522440,Europe
20/04/2020,20,4,2020,1276,208,Belgium,BE,BEL,11522440,Europe
19/04/2020,19,4,2020,443,186,Belgium,BE,BEL,11522440,Europe
18/04/2020,18,4,2020,722,210,Belgium,BE,BEL,11522440,Europe
17/04/2020,17,4,2020,1394,205,Belgium,BE,BEL,11522440,Europe
16/04/2020,16,4,2020,1674,245,Belgium,BE,BEL,11522440,Europe
15/04/2020,15,4,2020,1633,280,Belgium,BE,BEL,11522440,Europe
14/04/2020,14,4,2020,1560,259,Belgium,BE,BEL,11522440,Europe
13/04/2020,13,4,2020,537,275,Belgium,BE,BEL,11522440,Europe
12/04/2020,12,4,2020,524,268,Belgium,BE,BEL,11522440,Europe
11/04/2020,11,4,2020,1029,288,Belgium,BE,BEL,11522440,Europe
10/04/2020,10,4,2020,2336,304,Belgium,BE,BEL,11522440,Europe
09/04/2020,9,4,2020,2239,270,Belgium,BE,BEL,11522440,Europe
08/04/2020,8,4,2020,1598,324,Belgium,BE,BEL,11522440,Europe
07/04/2020,7,4,2020,1515,276,Belgium,BE,BEL,11522440,Europe
06/04/2020,6,4,2020,1934,255,Belgium,BE,BEL,11522440,Europe
05/04/2020,5,4,2020,665,246,Belgium,BE,BEL,11522440,Europe
04/04/2020,4,4,2020,922,269,Belgium,BE,BEL,11522440,Europe
03/04/2020,3,4,2020,1694,242,Belgium,BE,BEL,11522440,Europe
02/04/2020,2,4,2020,1478,214,Belgium,BE,BEL,11522440,Europe
01/04/2020,1,4,2020,1516,241,Belgium,BE,BEL,11522440,Europe
31/03/2020,31,3,2020,1681,201,Belgium,BE,BEL,11522440,Europe
30/03/2020,30,3,2020,1738,171,Belgium,BE,BEL,11522440,Europe
29/03/2020,29,3,2020,683,145,Belgium,BE,BEL,11522440,Europe
28/03/2020,28,3,2020,844,143,Belgium,BE,BEL,11522440,Europe
27/03/2020,27,3,2020,1518,136,Belgium,BE,BEL,11522440,Europe
26/03/2020,26,3,2020,1363,102,Belgium,BE,BEL,11522440,Europe
25/03/2020,25,3,2020,1199,111,Belgium,BE,BEL,11522440,Europe
24/03/2020,24,3,2020,1195,76,Belgium,BE,BEL,11522440,Europe
23/03/2020,23,3,2020,1328,82,Belgium,BE,BEL,11522440,Europe
22/03/2020,22,3,2020,486,55,Belgium,BE,BEL,11522440,Europe
21/03/2020,21,3,2020,469,41,Belgium,BE,BEL,11522440,Europe
20/03/2020,20,3,2020,662,40,Belgium,BE,BEL,11522440,Europe
19/03/2020,19,3,2020,713,35,Belgium,BE,BEL,11522440,Europe
18/03/2020,18,3,2020,534,25,Belgium,BE,BEL,11522440,Europe
17/03/2020,17,3,2020,422,15,Belgium,BE,BEL,11522440,Europe
16/03/2020,16,3,2020,387,11,Belgium,BE,BEL,11522440,Europe
15/03/2020,15,3,2020,214,7,Belgium,BE,BEL,11522440,Europe
14/03/2020,14,3,2020,179,7,Belgium,BE,BEL,11522440,Europe
13/03/2020,13,3,2020,338,3,Belgium,BE,BEL,11522440,Europe
12/03/2020,12,3,2020,250,NA,Belgium,BE,BEL,11522440,Europe
11/03/2020,11,3,2020,174,3,Belgium,BE,BEL,11522440,Europe
10/03/2020,10,3,2020,99,1,Belgium,BE,BEL,11522440,Europe
09/03/2020,9,3,2020,94,NA,Belgium,BE,BEL,11522440,Europe
08/03/2020,8,3,2020,64,NA,Belgium,BE,BEL,11522440,Europe
07/03/2020,7,3,2020,27,1,Belgium,BE,BEL,11522440,Europe
06/03/2020,6,3,2020,110,NA,Belgium,BE,BEL,11522440,Europe
05/03/2020,5,3,2020,81,NA,Belgium,BE,BEL,11522440,Europe
04/03/2020,4,3,2020,53,NA,Belgium,BE,BEL,11522440,Europe
03/03/2020,3,3,2020,34,NA,Belgium,BE,BEL,11522440,Europe
02/03/2020,2,3,2020,19,NA,Belgium,BE,BEL,11522440,Europe
01/03/2020,1,3,2020,19,NA,Belgium,BE,BEL,11522440,Europe
